Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling
md_076.out,0.06745978174,-4501.02730463,-4501.02622773,0.0293039566611885,-9002.05353236,-0.1062569846,3.812780160563431,6.788695001828334,3.427394428602579,14.29242669135364,4.255707274694301,5.616857419862364,slater_111_md,train,0.06745975,-1.170955,3.812807,-5.194655,2.136264,0.9927771,-0.7520881,0.6590626,1.0,5.701039e-06,5.616766,0.01015327,-0.9999485,0.008292414,0.007293883,0.006985713,-0.106257,-0.003562408,0.07533628,,0.006985713,4.8800186118369e-05,0.006985713,-2.155789260759975,-1.170942192799476
35_ang_50_50.out,0.0672529751,-4501.02164047,-4501.02163975,1.959222354216763e-05,-9002.043280220001,-0.1071327767,3.4998321918938733,7.88986691902975,3.505453507122866,15.305267350510409,5.509974702963707,7.07115087016133,704_systematic,train,0.06725298,-1.172288,3.499832,5.095863,4.902382,1.0,1.0,6.383782e-16,1.0,0.0,7.071151,-0.9970064,0.077319,0.008854282,0.007150013,0.006812454,,0.004304972,0.06859984,,0.006812454,4.6409529502116e-05,0.006812454,-2.1666964171452925,-1.172275583763339
35_ang_46_46.out,0.0650787842399999,-4501.02110031,-4501.02110022,2.449024849192938e-06,-9002.04220053,0.1069324124,3.4998456163084346,7.387151006985034,3.518167228728617,14.786326679422444,5.085805858199858,6.505465445454818,704_systematic,train,0.06507878,-1.186561,3.499846,4.688205,4.51019,1.0,1.0,6.383782e-16,1.0,0.0,6.505465,-0.997006,0.07732472,0.008254465,0.007222882,0.007073311,,0.003260348,0.07589986,,0.007073311,5.0031728502720994e-05,0.007073311,-2.1503772463359305,-1.1865472223447004
geom_471.out,0.06448829686,-4500.97768598,-4500.97572972,0.0532325733651612,-9001.953415700002,-0.085594416,0.9675582892605584,8.221317034526766,2.4474640939241583,15.977817362415962,5.553824097303587,8.164183041742952,704_systematic,train,0.0644883,-1.190519,0.9675765,7.189606,3.868324,0.8660086,0.9999455,-0.01043979,0.996983,-0.07762048,8.164213,-0.3927995,0.9196241,-0.007346663,-0.00673545,-0.006436017,,0.01363306,0.2692971,,-0.006436017,4.1422314824289e-05,0.006436017,-2.191382817365001,-1.1905056239253784
40_ang_xy_job_009.out,0.06422706742,-4501.02766576,-4501.02766592,-4.35382745381503e-06,-9002.05533168,-0.119773511,3.999932874585352,4.898979485566356,4.000203898215689,11.682584417439491,4.000203898215689,2.828522052028472,704_systematic,train,0.06422707,-1.192282,3.999933,2.03845,1.960933,1.0,1.0,5.134781e-16,1.0,0.0,2.828522,-0.9969969,0.07744101,0.008057918,0.006071095,0.005796538,,0.003372237,0.05104982,,0.005796538,3.3599852785444e-05,0.005796538,-2.236831312638033,-1.1922683837197967
43_ang_x_job_001.out,0.06418897146,-4501.02540604,-4501.0254376,-0.0008587917846778,-9002.050843640001,-0.0855061266,4.299959681345428,4.414748010928823,4.315244138678598,10.450193726395698,4.414748010928823,1.0001733543759972,704_systematic,train,0.06418897,-1.19254,4.29996,0.9999859,-0.01936377,1.0,1.0,-1.387779e-17,1.0,0.0,1.000173,0.9970025,-0.07736911,-0.007146861,-0.005100293,-0.00485303,,0.002470253,0.04149985,,-0.00485303,2.3551900180900004e-05,0.00485303,-2.3139870239065403,-1.1925260516949887
35_ang_52_52.out,0.06314949598,-4501.02201775,-4501.02201688,2.367391512507311e-05,-9002.044034629998,0.1008244961,3.4998254796865926,8.144323176298938,3.529212984590191,15.565959163206102,5.731232086323149,7.3539935825194,704_systematic,train,0.0631495,-1.19963,3.499825,5.299692,5.098479,1.0,1.0,6.383782e-16,1.0,0.0,7.353994,-0.9970066,0.07731648,0.008248459,0.0064641,0.006085564,,0.005088876,0.05964983,,0.006085564,3.7034089198096e-05,0.006085564,-2.215699165803467,-1.1996163570933893
35_ang_16.out,0.06257533544,-4501.02983587,-4501.02984145,-0.0001518396148958,-9002.059677320001,-0.0938978977,3.500010803516992,3.8483762809787714,3.5083173077702083,10.70888997594522,3.8483762809787714,1.5999763670955716,704_systematic,test,0.06257534,-1.203597,3.500011,0.03107083,1.599675,1.0,1.0,2.081668e-16,1.0,0.0,1.599976,0.9969842,-0.07760501,-0.01103864,-0.005804656,-0.005359357,,-0.01360744,0.04669983,0.006499521,-0.005359357,2.8722707453449003e-05,0.005359357,-2.2708873124842315,-1.2035829331735484
40_ang_xy_job_010.out,0.06251274922,-4501.02733463,-4501.02733477,-3.8096052092441823e-06,-9002.0546694,0.1230631978,3.999926162378072,5.067543783727971,4.011088533964315,11.921856175554208,4.011088533964315,3.11136476413863,704_systematic,train,0.06251275,-1.204031,3.999926,2.242279,2.15703,1.0,1.0,-3.747003e-16,1.0,0.0,3.111365,-0.9969983,0.07742395,0.007557945,0.00558365,0.00529298,,0.003469795,0.04689981,,0.00529298,2.80156372804e-05,0.00529298,-2.2762997469442605,-1.2040175066692422
35_ang_22.out,0.06178892598,-4501.03030581,-4501.03031503,-0.0002508891028499,-9002.060620839999,0.1176871983,3.500014855932405,4.1340053217188775,3.500226369650969,11.273879035935236,3.928487740263421,2.19997636538497,704_systematic,train,0.06178893,-1.209089,3.500015,0.04266967,2.199563,1.0,1.0,6.52256e-16,1.0,0.0,2.199976,0.9969916,-0.07750909,0.00630989,0.006596482,0.006637228,,-0.01413343,0.06644992,,0.006637228,4.4052795523984006e-05,0.006637228,-2.178013263286781,-1.209075296531803
35_ang_28_28.out,0.06110047756,-4501.02662992,-4501.02662304,0.0001872144320223,-9002.05325296,0.1280244786,3.49990602617396,5.2848841046895245,3.5081914784401373,12.50138283033521,3.682474878027004,3.959881034570509,704_systematic,test,0.06110048,-1.213955,3.499906,2.853745,2.745323,1.0,1.0,-2.498002e-16,1.0,0.0,3.959881,-0.9970024,0.07737062,0.007458032,0.005332674,0.004899842,,-0.00147496,0.04859998,,0.004899842,2.4008451624964e-05,0.004899842,-2.3098179238898853,-1.2139411797930946
geom_31.out,0.06050182676,-4501.0250271,-4501.02167497,0.0912161502865348,-9002.046702070002,-0.106683464,2.999798315929126,5.833390920885725,3.032412438008557,13.700091714128412,3.441577793304838,5.002965090785741,704_systematic,test,0.06050183,-1.218232,2.999798,5.002111,-0.09562585,1.0,-0.5,0.8660254,0.9535736,0.3011601,5.003025,0.9970784,-0.07638462,-0.007905762,-0.005027572,-0.005243051,,-0.02542032,,,-0.005243051,2.7489583788601005e-05,0.005243051,-2.280415917730652,-1.2182171561211996
geom_6.out,0.06044468282,-4501.01647074,-4501.01647338,-7.183810349069972e-05,-9002.032944120001,0.0871068808,2.999637161934784,9.486832980505138,3.059792631797129,17.745657748283097,5.847119045222185,9.000120937895215,704_systematic,train,0.06044468,-1.218642,2.999637,8.998439,-0.1740051,1.0,1.0,-4.1633360000000003e-17,1.0,0.0,9.000121,0.9970108,-0.07726228,0.007381211,0.007348947,0.006589597,,0.002391717,0.08444997,,0.006589597,4.3422788622409e-05,0.006589597,-2.181141144676649,-1.2186275272680254
geom_54.out,0.06018889566,-4500.96684711,-4501.04181414,-2.039957840121404,-9002.00866125,0.0706369147,2.970949898152038,7.609805679171447,2.4249632032517523,15.81678006822188,4.229040105719263,7.005897456958701,704_systematic,test,0.0601889,-1.220484,2.970849,7.002184,-0.2378079,0.8660019,0.9999296,0.01186841,0.9970288,-0.07702907,7.006221,0.9907939,-0.1353787,0.02477589,0.02361317,0.02243968,,-0.01886389,,,0.02243968,0.0005035392385024,0.02243968,-1.6489833405883727,-1.220469194184737
35_ang_44_44.out,0.05825416512,-4501.02146521,-4501.02146541,-5.4422719429567225e-06,-9002.04293062,0.0990475927,3.499852328515716,7.139327699440614,3.5558291085624463,14.528165082714334,4.884487816271016,6.222622733107249,704_systematic,train,0.05825417,-1.234673,3.499852,4.484376,4.314093,1.0,1.0,6.383782e-16,1.0,0.0,6.222623,-0.9970057,0.07732796,0.006966871,0.006463284,0.006434456,,0.003557207,0.07169986,,0.006434456,4.1402224015936e-05,0.006434456,-2.1914881644939634,-1.234658107453608
geom_384.out,0.057960282,-4501.00208547,-4501.00573482,-0.0993039225943472,-9002.00782029,-0.1205269393,6.777151816691116,7.070169191864648,2.913432435997959,13.471664323419212,5.183939445882446,2.014325111572683,704_systematic,train,0.05796028,-1.23687,6.777273,1.998707,-0.2505404,-2.106085e-05,0.9969957,-0.07745669,0.9969997,-0.07740601,2.014348,0.8781557,-0.4783749,-0.005124275,-0.005121756,-0.004759425,,0.002534657,0.1035585,,-0.004759425,2.2652126330625004e-05,0.004759425,-2.3224455124006838,-1.2368545245035163
40_ang_xy_job_008.out,0.05794123402,-4501.02719001,-4501.02718996,1.3605556114271167e-06,-9002.054379969999,-0.1052769752,3.999939586792633,4.741307836451879,4.000135063732223,11.44530046222466,4.009293108180044,2.5456793399816053,704_systematic,train,0.05794123,-1.237012,3.99994,1.834621,1.764837,1.0,1.0,-3.608225e-16,1.0,0.0,2.545679,-0.9969953,0.07746187,0.007528659,0.005817599,0.005591561,,0.002251304,0.04894983,,0.005591561,3.1265554416721e-05,0.005591561,-2.25246693281447,-1.2369972689209339
geom_15.out,0.05697250818,-4500.80967019,-4500.80966905,3.102101442127605e-05,-9001.61933924,0.1748350709,0.0003358194560749,9.848857801796104,2.548473792409881,18.25151935238817,6.369772455041075,9.848857796070837,704_systematic,test,0.05697251,-1.244335,0.0003358195,9.075644,-3.82527,1.0,1.0,2.775558e-16,1.0,0.0,9.848858,-0.0247681,-0.9996932,0.004458282,0.004535453,0.004147153,,-0.01528501,0.02169975,,0.004147153,1.7198878005409e-05,0.004147153,-2.3822499419052643,-1.2443194150836814
geom_148.out,0.0562731752,-4500.81292933,-4500.81295842,-0.0007915796197632,-9001.62588775,-0.1732969725,0.0003359761108418,9.856229093816763,2.556071334802689,18.258867472461155,6.377764496710427,9.856229088090435,704_systematic,train,0.05627318,-1.249699,0.0003359907,9.081123,-3.831758,1.0,1.0,6.456756e-09,-0.7375989,-0.6752391,9.856427,-0.02633021,-0.9996533,0.004466579,0.00446026,0.004075331,,-0.01508724,0.0212999,,0.004075331,1.6608322759561e-05,0.004075331,-2.3898371118148427,-1.249683144247926
35_ang_54_54.out,0.0562323581,-4501.02219016,-4501.02218952,1.741528506663599e-05,-9002.04437968,0.092012864,3.499818767479312,8.400595217006948,3.5752600311865432,15.827411685762142,5.957702680337447,7.6368362948802035,704_systematic,test,0.05623236,-1.250014,3.499819,5.503521,5.294575,1.0,1.0,6.383782e-16,1.0,0.0,7.636836,-0.9970068,0.07731414,0.007237258,0.005526813,0.00514579,,0.005509656,0.04924983,,0.00514579,2.64791547241e-05,0.00514579,-2.288547941263612,-1.2499982578486148
geom_370.out,0.05532621848,-4500.83196277,-4500.833046,-0.0294762048082448,-9001.66500877,0.182137713,0.0002821025966315,10.003021625282631,2.503475419834196,18.191814724637283,6.549446977216397,10.00302162130474,704_systematic,test,0.05532622,-1.257069,0.0002821059,8.117418,-5.845281,1.0,-0.5,-0.8660254,0.9535736,-0.3011601,10.00299,-0.7989434,-0.6014063,0.00386552,0.003922586,0.003491465,,-0.0155452,0.02263866,,0.003491465,1.2190327846225e-05,0.003491465,-2.4569923070380457,-1.257053313461278
40_ang_xy_job_011.out,0.0546921928599999,-4501.02658595,-4501.02658546,1.3333568735106384e-05,-9002.05317141,-0.1150368631,3.999919450170792,5.2459508194416005,4.000575402776455,12.162998424344222,4.041785648361377,3.3942074762962555,704_systematic,train,0.05469219,-1.262075,3.999919,2.446108,2.353126,1.0,1.0,-3.747003e-16,1.0,0.0,3.394207,-0.9969994,0.07740973,0.006324645,0.004588082,0.004311813,,0.002682436,0.03854976,,0.004311813,1.8591731346969003e-05,0.004311813,-2.3653400823284723,-1.2620587823089773
40_ang_x_job_006.out,0.05428946414,-4501.02654788,-4501.02655289,-0.0001363291076851,-9002.053100770001,0.0611846646,3.999943555571228,4.237924020083418,4.000456471004278,10.697489468057448,4.237924020083418,1.4001612593712918,704_systematic,train,0.05428946,-1.265284,3.999944,1.399899,-0.02709407,1.0,1.0,0.0,1.0,0.0,1.400161,0.9970055,-0.07733025,-0.006282862,-0.004658848,-0.004370717,,-0.0009034848,0.03799976,,-0.004370717,1.9103167094089e-05,0.004370717,-2.3594473126782667,-1.265268446070447
44_ang_x_job_001.out,0.0534976124,-4501.02467559,-4501.02510079,-0.0115702872767738,-9002.04977638,-0.0634668637,4.399959681261882,4.512205669071391,4.414902487756667,10.491734314173229,4.512205669071391,1.0001773859020444,704_systematic,train,0.05349761,-1.271666,4.39996,0.9999899,-0.01936453,1.0,1.0,-1.387779e-17,1.0,0.0,1.000177,0.9970023,-0.0773718,-0.0057835,-0.004067955,-0.003868749,,0.001916151,0.0330998,,-0.003868749,1.4967218825001e-05,0.003868749,-2.4124294457806195,-1.2716493643928082
35_ang_14_14.out,0.05006625486,-4501.02748978,-4501.02722113,0.0073103426148996,-9002.05471091,0.080850375,3.499953011624924,4.02119385257662,3.5164745331368468,10.805065509778274,3.598641580832968,1.9799820495190417,704_systematic,train,0.05006625,-1.300455,3.499953,1.426943,1.372648,1.0,1.0,2.220446e-16,1.0,0.0,1.979982,-0.9969933,0.07748793,0.0053301,0.007086576,0.006997353,,-0.008470427,0.06909998,,0.006997353,4.896294900660901e-05,0.006997353,-2.1550662163380583,-1.3004375457666684
46_ang_xy_job_000.out,0.04994108242,-4501.02385018,-4501.02385073,-1.4966260217443053e-05,-9002.04770091,-0.070160574,4.59998321563868,4.654030511288038,4.64990070428391,10.216817541220944,4.654030511288038,0.7072159612469365,704_systematic,train,0.04994108,-1.301542,4.599983,0.5097571,0.4902062,1.0,1.0,-1.526557e-16,1.0,0.0,0.707216,-0.9969442,0.07811663,-0.005029218,-0.003413028,-0.003258912,,0.002011865,0.02794973,,-0.003258912,1.0620507423744e-05,0.003258912,-2.4869273664437523,-1.3015246570850845
40_ang_xy_job_004.out,0.0493070568,-4501.0272832,-4501.02746818,-0.0050335647743262,-9002.054751380001,-0.0595374716,3.9999664356217552,4.242640687119285,4.002741880224105,10.518716588567257,4.238588353131264,1.4143084931864731,704_systematic,train,0.04930706,-1.307091,3.999966,1.019305,0.9804516,1.0,1.0,6.938894000000001e-17,1.0,0.0,1.414308,-0.9969823,0.0776287,-0.006085872,-0.003954042,-0.00372579,,-0.0007246799,0.03244977,,-0.00372579,1.38815111241e-05,0.00372579,-2.428781627157725,-1.3070733047183662
35_ang_42_42.out,0.0482186008,-4501.02255706,-4501.0225575,-1.1973037872303394e-05,-9002.04511456,-0.0836971549,3.4998590407229955,6.894200461257274,3.522901800916398,14.270939165682124,4.6915904794962655,5.939780020764196,704_systematic,train,0.0482186,-1.316785,3.499859,4.280548,4.117997,1.0,1.0,6.383782e-16,1.0,0.0,5.93978,-0.9970054,0.07733152,0.005185539,0.005226744,0.005308115,,0.004138359,0.06199987,,0.005308115,2.8176084853225004e-05,0.005308115,-2.275059676659395,-1.3167673828739688
35_ang_56_56.out,0.04812063976,-4501.02242353,-4501.02242305,1.3061482361445089e-05,-9002.04484658,0.0816215992,3.499812055272032,8.658521813797089,3.64274955090245,16.089587834080774,6.188814202034183,7.919679007243448,704_systematic,test,0.04812064,-1.317669,3.499812,5.70735,5.490671,1.0,1.0,6.383782e-16,1.0,0.0,7.919679,-0.997007,0.07731196,0.006008559,0.004485468,0.004133555,,0.005376138,0.0387498,,0.004133555,1.7086276938024998e-05,0.004133555,-2.3836762792840918,-1.3176505575217758
42_ang_xy_job_003.out,0.04664306074,-4501.02655664,-4501.0265563,9.251877152200905e-06,-9002.05311294,-0.0893710885,4.199932874418261,5.063595560468865,4.20018514202648,11.75255983480195,4.20018514202648,2.82852679859689,704_systematic,train,0.04664306,-1.331213,4.199933,2.038458,1.960932,1.0,1.0,5.134781e-16,1.0,0.0,2.828527,-0.9969962,0.0774504,0.005455508,0.003962255,0.003778422,,0.001993817,0.03249972,,0.003778422,1.4276472810084e-05,0.003778422,-2.4226895386135823,-1.3311943370606962
geom_23.out,0.0463219662199999,-4500.93946004,-4500.94021387,-0.0205127696529325,-9001.87967391,-0.1276193047,0.223170697957401,10.0075731524477,2.5604099472164608,18.25461226232346,6.435022751550223,10.005084469466771,704_systematic,train,0.04632197,-1.334213,0.2230497,9.996931,0.4051387,2.106085e-05,0.9969957,0.07745669,0.9969997,0.07740601,10.00514,0.986904,0.1613087,0.002027014,0.002110769,0.001831227,,-0.007502338,0.06201947,,0.001831227,3.353392325529e-06,0.001831227,-2.737257816719024,-1.3341942637513018
geom_61.out,0.04360082622,-4501.00702005,-4501.08615673,-2.153419854137437,-9002.09317678,-0.0537366875,1.9920515186072352,7.332282534345291,2.724505448704407,15.43453346990812,4.021055780727246,7.056493315427969,704_systematic,train,0.04360083,-1.360505,1.992134,7.055106,-0.1364239,0.9659258,0.9999963,0.002734437,0.9970119,-0.07724831,7.056425,0.9970109,-0.07726091,0.02201069,0.02681309,0.02593406,,0.01581043,0.3731623,,0.02593406,0.0006725754680835,0.02593406,-1.5861294887067183,-1.3604853599981344
40_ang_xy_job_012.out,0.04335864476,-4501.02673497,-4501.02669997,0.000952399000689,-9002.05343494,0.0967505618,3.999912737963511,5.43323108288245,4.008930474989557,12.40590209015854,4.091849365177071,3.677050188490396,704_systematic,train,0.04335864,-1.362924,3.999913,2.649936,2.549222,1.0,1.0,-3.747003e-16,1.0,0.0,3.67705,-0.9970003,0.0773977,0.004706728,0.003349605,0.003113534,,0.001444258,0.02809966,,0.003113534,9.694093969156e-06,0.003113534,-2.506746387252345,-1.3629042685907888
geom_257.out,0.04327701056,-4500.98974517,-4500.98937986,0.009940596540364,-9001.97912503,0.1111867771,0.2220341132562696,8.643926340900412,2.850833070071273,15.79615731388761,6.1279345165966,8.641074206339308,704_systematic,test,0.04327701,-1.363743,0.2215161,6.332002,-5.879804,2.024279e-06,0.9970081,0.07729699,0.9970071,0.07731037,8.640969,-0.9890605,-0.1475103,-0.002042644,-0.00433147,-0.00397591,,0.004676705,0.06730025,,-0.00397591,1.58078603281e-05,0.00397591,-2.400563454886256,-1.3637226765808794
40_ang_x_job_013.out,0.04317632838,-4501.02774135,-4501.02774146,-2.9932470937637845e-06,-9002.05548281,0.0749108657,3.999887114484298,4.882622246293481,4.035007230588318,11.99894632537374,4.171443530601847,2.800161258103268,704_systematic,train,0.04317633,-1.364754,3.999887,2.799637,-0.054158,1.0,1.0,-1.387779e-17,1.0,0.0,2.800161,0.9970085,-0.07729178,0.004780624,0.003504413,0.003386916,,-0.003978925,0.03099971,,0.003386916,1.1471199991056e-05,0.003386916,-2.4701955741715955,-1.3647341750956852
40_ang_xy_job_007.out,0.04304571366,-4501.02754179,-4501.02754153,7.074963425293391e-06,-9002.05508332,0.0797639992,3.9999462989999137,4.595650117230423,4.004697976502098,11.21013053762533,4.0382212949886735,2.2628366280217613,704_systematic,train,0.04304571,-1.36607,3.999946,1.630792,1.568741,1.0,1.0,8.326673e-17,1.0,0.0,2.262837,-0.9969933,0.07748793,0.005784548,0.004665495,0.004519359,,0.0004235122,0.03939978,,0.004519359,2.0424605770881e-05,0.004519359,-2.3449231585668744,-1.3660499097437484
40_ang_x_job_014.out,0.04232189042,-4501.02748153,-4501.02748085,1.850375430440181e-05,-9002.05496238,0.0795706232,3.99987905147188,5.0,4.048469552868096,12.186652080009504,4.119257351635122,3.000161257932049,704_systematic,train,0.04232189,-1.373435,3.999879,2.9996,-0.05802428,1.0,1.0,-1.387779e-17,1.0,0.0,3.000161,0.9970087,-0.07728922,0.004420322,0.003211796,0.003078546,,-0.004540515,0.0285997,,0.003078546,9.477445474116e-06,0.003078546,-2.511654352603212,-1.3734144187072213
47_ang_xy_job_000.out,0.04210419922,-4501.02355676,-4501.0232384,0.0086630213084852,-9002.04679516,-0.0612218978,4.699983215555134,4.752893855326458,4.748842023030456,10.2622269839738,4.752893855326457,0.7072183350988736,704_systematic,train,0.0421042,-1.375675,4.699983,0.5097611,0.4902055,1.0,1.0,-1.526557e-16,1.0,0.0,0.7072183,-0.9969428,0.07813539,-0.003973594,-0.002673178,-0.002551412,,0.001492469,0.02209965,,-0.002551412,6.509703193744e-06,0.002551412,-2.5932194060263107,-1.3756539590612893
geom_333.out,0.04136949142,-4500.82574584,-4500.82574763,-4.870838586157333e-05,-9001.651493469999,0.1882111908,0.0002349272548204,9.899494936611664,2.9855113925255754,17.597783913623893,7.083999921096837,9.899494933824109,704_systematic,train,0.04136949,-1.38332,0.0002349273,7.134012,-6.863372,1.0,1.0,-6.106227e-16,1.0,0.0,9.899495,-0.9970115,-0.0772533,-0.0024578,-0.002086457,-0.001831585,,-0.00756751,0.008249851,,-0.001831585,3.354703612225e-06,0.001831585,-2.737172921602959,-1.3832988227399443
40_ang_x_job_012.out,0.04135044344,-4501.02771068,-4501.02771183,-3.1293100794937345e-05,-9002.05542251,0.0759478006,3.999895177496717,4.770744176750625,4.021355909503659,11.81164412430378,4.232446234626023,2.6001612582758225,704_systematic,train,0.04135044,-1.38352,3.999895,2.599675,-0.05029173,1.0,1.0,-1.387779e-17,1.0,0.0,2.600161,0.9970083,-0.07729474,0.004769918,0.003527702,0.003437018,,-0.003587477,0.03109973,,0.003437018,1.1813092732324e-05,0.003437018,-2.46381819328771,-1.383498823689261
geom_5.out,0.04082798456,-4500.83145046,-4500.83145237,-5.197376882624667e-05,-9001.662902830001,0.1861543415,0.0002350839095873,9.907881304789637,2.993722495389311,17.605893938590565,7.092186246990416,9.907881302000725,704_systematic,train,0.04082798,-1.389042,0.0002350985,7.139491,-6.86986,1.0,1.0,6.456753e-09,-0.7375989,-0.6752391,9.907941,-0.9970388,-0.07690037,-0.002426293,-0.002049911,-0.001805078,,-0.007401077,0.008099801,,-0.001805078,3.2583065860840004e-06,0.001805078,-2.743504026627043,-1.3890207843069335
geom_330.out,0.04064294704,-4501.01935371,-4501.01717367,0.0593219404555844,-9002.036527380002,0.1206019549,1.7807290374521942,7.43368814201941,3.066412679907909,12.981679215463616,5.230546838256972,7.217251796076854,704_systematic,train,0.04064295,-1.391015,1.781307,7.215885,-0.1395312,4.56169e-11,0.9970136,-0.07722638,0.9970136,-0.07722637,7.217234,0.997011,-0.07725995,-0.0006223634,0.003267327,0.003018953,,0.004398763,0.05161852,,0.003018953,9.114077216209e-06,0.003018953,-2.520143648012092,-1.390993437992361
35_ang_58_58.out,0.03955993332,-4501.02214293,-4501.02214261,8.70765490763006e-06,-9002.04428554,-0.069547503,3.499805343064751,8.917959407846618,3.730517965457344,16.352452802885566,6.424065786345903,8.20252171960888,704_systematic,train,0.03955993,-1.402744,3.499805,5.911179,5.686768,1.0,1.0,6.383782e-16,1.0,0.0,8.202522,-0.9970071,0.07730994,0.004734708,0.003464486,0.003162469,,0.004738904,0.02919979,,0.003162469,1.0001210175961e-05,0.003162469,-2.499973722815533,-1.4027224933718294
geom_184.out,0.0389803305,-4500.97756553,-4500.97649139,0.0292288531994818,-9001.95405692,-0.1337143668,0.7824825442385972,9.800570395431071,2.773883118031472,18.05200981799257,6.31252306878161,9.769283553248,704_systematic,train,0.03898033,-1.409154,0.7825,9.076932,3.61339,4.706882e-05,0.997716,-0.06754803,0.9970094,-0.07728025,9.769713,0.05535041,0.998467,0.002688345,-0.0008872151,-0.0008717175,,-0.002391768,0.03877122,,-0.0008717175,7.5989139980625e-07,0.0008717175,-3.0596242348317824,-1.4091322007998406
40_ang_x2_job_000.out,0.03884699464,-4501.02692549,-4501.02692425,3.374215039275441e-05,-9002.053849740001,-0.0736804684,3.999870988459461,5.122499389946279,4.027725129710318,12.374743024370243,4.076226334368591,3.2001612577619167,704_systematic,train,0.03884699,-1.410643,3.999871,3.199563,-0.06189056,1.0,1.0,-1.387779e-17,1.0,0.0,3.200161,0.9970089,-0.07728697,0.003805063,0.002739304,0.00260059,,-0.005120773,0.02469965,,0.00260059,6.7630683481e-06,0.00260059,-2.5849281116021663,-1.4106202156777357
geom_383.out,0.03837895856,-4500.97886834,-4501.06068135,-2.226246540305235,-9002.03954969,-0.0517023847,1.9908989386088267,7.051384137778129,2.4412466314008507,14.70732690433544,4.046636054586945,6.764491087639575,704_systematic,train,0.03837896,-1.415907,1.990936,6.118051,2.885779,0.9659222,-0.4488707,-0.8935967,0.9969658,-0.07784077,6.764486,-0.1909762,0.9815947,0.01528085,0.02002127,0.01908458,,-0.01774911,,,0.01908458,0.0003642211937764,0.01908458,-1.719317393234148,-1.4158841830106557
35_ang_30_30.out,0.0380007201,-4501.02594257,-4501.02593934,8.789280819728446e-05,-9002.05188191,0.0772911758,3.499899313966679,5.5,3.501224278648827,12.75039013797617,3.779923441989269,4.242723746851257,704_systematic,train,0.03800072,-1.420208,3.499899,3.057574,2.941419,1.0,1.0,-2.359224e-16,1.0,0.0,4.242724,-0.997003,0.0773628,0.003998771,0.002732424,0.002469033,,-0.003853276,0.02535,0.002498492,0.002469033,6.096123955088999e-06,0.002469033,-2.607473105265955,-1.4201853170110394
